Elapsed time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:04.588',-0.116,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.590',-0.117,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.592',-0.122,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.594',-0.123,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.596',-0.117,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.598',-0.116,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.600',-0.116,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.602',-0.116,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.604',-0.116,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.606',-0.114,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.608',-0.112,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.610',-0.112,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.613',-0.116,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.615',-0.116,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.617',-0.111,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.619',-0.111,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.621',-0.11,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.623',-0.105,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.625',-0.112,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.627',-0.122,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.629',-0.131,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.631',-0.153,0.394,1.36,4.885,72.0,11.17,36.61
'0:04.633',-0.183,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.635',-0.209,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.638',-0.204,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.640',-0.176,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.642',-0.145,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.644',-0.095,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.646',-0.02,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.648',0.073,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.650',0.198,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.652',0.337,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.654',0.482,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.656',0.664,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.658',0.839,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.660',0.991,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.663',1.14,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.665',1.264,0.394,1.357,4.882,72.0,11.17,36.64
'0:04.667',1.338,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.669',1.281,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.671',1.033,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.673',0.728,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.675',0.526,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.677',0.356,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.679',0.145,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.681',0.011,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.683',-0.046,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.685',-0.092,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.688',-0.128,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.690',-0.151,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.692',-0.143,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.694',-0.136,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.696',-0.132,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.698',-0.117,0.331,1.357,4.882,72.0,11.16,36.69
'0:04.700',-0.106,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.702',-0.093,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.704',-0.084,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.706',-0.093,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.708',-0.094,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.710',-0.096,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.713',-0.106,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.715',-0.106,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.717',-0.105,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.719',-0.104,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.721',-0.1,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.723',-0.1,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.725',-0.105,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.727',-0.106,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.729',-0.106,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.731',-0.107,0.331,1.357,4.882,72.0,11.16,36.75
'0:04.733',-0.103,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.735',-0.104,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.738',-0.105,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.740',-0.101,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.742',-0.1,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.744',-0.099,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.746',-0.099,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.748',-0.099,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.750',-0.095,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.752',-0.09,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.754',-0.092,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.756',-0.095,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.758',-0.092,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.760',-0.085,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.763',-0.088,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.765',-0.092,0.207,1.357,4.88,72.0,11.16,36.81
'0:04.767',-0.085,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.769',-0.082,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.771',-0.083,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.773',-0.082,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.775',-0.078,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.777',-0.073,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.779',-0.073,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.781',-0.079,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.783',-0.077,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.785',-0.071,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.788',-0.071,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.790',-0.074,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.792',-0.073,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.794',-0.066,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.796',-0.061,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.798',-0.07,0.207,1.357,4.88,72.0,11.16,36.87
'0:04.800',-0.072,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.802',-0.065,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.804',-0.066,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.806',-0.063,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.808',-0.054,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.810',-0.055,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.813',-0.054,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.815',-0.052,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.817',-0.054,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.819',-0.05,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.821',-0.045,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.823',-0.043,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.825',-0.04,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.827',-0.033,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.829',-0.029,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.831',-0.035,0.166,1.357,4.88,70.0,11.16,36.94
'0:04.833',-0.034,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.835',-0.028,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.838',-0.027,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.840',-0.023,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.842',-0.02,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.844',-0.018,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.846',-0.013,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.848',-0.009,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.850',-0.006,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.852',-0.001,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.854',0.004,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.856',0.005,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.858',0.011,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.860',0.016,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.863',0.021,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.865',0.028,0.166,1.357,4.877,70.0,11.16,37.02
'0:04.867',0.026,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.869',0.023,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.871',0.035,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.873',0.046,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.875',0.046,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.877',0.052,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.879',0.065,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.881',0.072,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.883',0.076,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.885',0.078,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.888',0.082,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.890',0.087,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.892',0.092,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.894',0.1,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.896',0.107,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.898',0.11,0.145,1.357,4.877,70.0,11.17,37.08
'0:04.900',0.115,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.902',0.123,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.904',0.127,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.906',0.129,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.908',0.136,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.910',0.142,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.913',0.144,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.915',0.15,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.917',0.159,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.919',0.156,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.921',0.16,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.923',0.171,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.925',0.171,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.927',0.171,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.929',0.172,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.931',0.177,0.145,1.357,4.877,70.0,11.17,37.15
'0:04.933',0.177,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.935',0.17,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.938',0.166,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.940',0.171,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.942',0.171,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.944',0.164,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.946',0.153,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.948',0.145,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.950',0.14,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.952',0.123,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.954',0.104,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.956',0.1,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.958',0.098,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.960',0.081,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.963',0.062,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.965',0.056,0.207,1.357,4.875,70.0,11.17,37.22
'0:04.967',0.049,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.969',0.032,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.971',0.021,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.973',0.015,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.975',0.002,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.977',-0.009,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.979',-0.02,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.981',-0.029,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.983',-0.038,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.985',-0.048,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.988',-0.056,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.990',-0.063,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.992',-0.068,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.994',-0.07,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.996',-0.078,0.207,1.357,4.875,70.0,11.17,37.3
'0:04.998',-0.084,0.207,1.357,4.875,70.0,11.17,37.3
'0:05.000',-0.083,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.002',-0.092,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.004',-0.099,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.006',-0.103,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.008',-0.1,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.010',-0.101,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.013',-0.107,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.015',-0.105,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.017',-0.105,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.019',-0.107,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.021',-0.104,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.023',-0.106,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.025',-0.114,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.027',-0.112,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.029',-0.109,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.031',-0.116,0.186,1.357,4.875,70.0,11.17,37.37
'0:05.033',-0.117,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.035',-0.111,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.038',-0.116,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.040',-0.121,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.042',-0.114,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.044',-0.111,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.046',-0.11,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.048',-0.104,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.050',-0.106,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.052',-0.112,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.054',-0.11,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.056',-0.109,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.058',-0.111,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.060',-0.11,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.063',-0.11,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.065',-0.112,0.186,1.357,4.875,70.0,11.17,37.43
'0:05.067',-0.109,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.069',-0.103,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.071',-0.103,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.073',-0.109,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.075',-0.111,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.077',-0.101,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.079',-0.096,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.081',-0.1,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.083',-0.1,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.085',-0.099,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.088',-0.096,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.090',-0.103,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.092',-0.105,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.094',-0.1,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.096',-0.101,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.098',-0.096,0.207,1.357,4.872,70.0,11.17,37.49
'0:05.100',-0.096,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.102',-0.099,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.104',-0.092,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.106',-0.09,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.108',-0.095,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.110',-0.095,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.113',-0.095,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.115',-0.089,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.117',-0.092,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.119',-0.098,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.121',-0.093,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.123',-0.092,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.125',-0.098,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.127',-0.1,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.129',-0.099,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.131',-0.096,0.207,1.357,4.872,70.0,11.17,37.54
'0:05.133',-0.099,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.135',-0.095,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.138',-0.089,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.140',-0.093,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.142',-0.098,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.144',-0.098,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.146',-0.095,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.148',-0.094,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.150',-0.093,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.152',-0.1,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.154',-0.106,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.156',-0.1,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.158',-0.103,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.160',-0.106,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.163',-0.107,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.165',-0.104,0.186,1.357,4.872,70.0,11.16,37.58
'0:05.167',-0.1,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.169',-0.105,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.171',-0.105,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.173',-0.096,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.175',-0.098,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.177',-0.107,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.179',-0.107,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.181',-0.104,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.183',-0.105,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.185',-0.106,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.188',-0.106,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.190',-0.109,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.192',-0.109,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.194',-0.106,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.196',-0.106,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.198',-0.106,0.186,1.357,4.87,70.0,11.16,37.6
'0:05.200',-0.105,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.202',-0.109,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.204',-0.112,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.206',-0.105,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.208',-0.104,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.210',-0.111,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.213',-0.111,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.215',-0.111,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.217',-0.112,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.219',-0.106,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.221',-0.107,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.223',-0.109,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.225',-0.103,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.227',-0.107,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.229',-0.112,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.231',-0.111,0.166,1.357,4.87,70.0,11.16,37.65
'0:05.233',-0.112,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.235',-0.116,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.238',-0.117,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.240',-0.114,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.242',-0.111,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.244',-0.112,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.246',-0.116,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.248',-0.11,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.250',-0.098,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.252',-0.098,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.254',-0.101,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.256',-0.093,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.258',-0.083,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.260',-0.078,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.263',-0.07,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.265',-0.066,0.166,1.357,4.87,70.0,11.16,37.71
'0:05.267',-0.061,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.269',-0.056,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.271',-0.051,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.273',-0.054,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.275',-0.056,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.277',-0.048,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.279',-0.046,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.281',-0.059,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.283',-0.06,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.285',-0.048,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.288',-0.046,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.290',-0.045,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.292',-0.032,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.294',-0.013,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.296',-0.006,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.298',-0.021,0.166,1.357,4.87,70.0,11.16,37.77
'0:05.300',-0.032,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.302',-0.037,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.304',-0.045,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.306',-0.054,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.308',-0.061,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.310',-0.059,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.313',-0.054,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.315',-0.056,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.317',-0.059,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.319',-0.063,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.321',-0.06,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.323',-0.054,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.325',-0.065,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.327',-0.078,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.329',-0.082,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.331',-0.095,0.166,1.357,4.867,70.0,11.16,37.82
'0:05.333',-0.11,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.335',-0.115,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.338',-0.115,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.340',-0.11,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.342',-0.114,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.344',-0.12,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.346',-0.117,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.348',-0.121,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.350',-0.132,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.352',-0.129,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.354',-0.123,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.356',-0.129,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.358',-0.134,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.360',-0.133,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.363',-0.132,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.365',-0.132,0.228,1.357,4.867,70.0,11.17,37.9
'0:05.367',-0.132,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.369',-0.133,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.371',-0.132,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.373',-0.126,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.375',-0.126,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.377',-0.134,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.379',-0.129,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.381',-0.122,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.383',-0.127,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.385',-0.128,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.388',-0.128,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.390',-0.131,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.392',-0.136,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.394',-0.134,0.228,1.357,4.867,70.0,11.17,37.96
'0:05.396',-0.123,0.228,1.357,4.867,70.0,11.17,37.96
